item_code,item_id,title,brand,category_id,price,list_price,discount_pct,image_url,avg_rating,sales_count,description
146,p1146,"Asus UltraBook 1146 - 16GB RAM, 512GB SSD",Asus,laptop,40790,40790,0,https://picsum.photos/seed/p1146/300/200,4.88,3867,Powerful laptop for productivity and light gaming. Long battery life and slim design.
147,p1147,"Lenovo UltraBook 1147 - 16GB RAM, 512GB SSD",Lenovo,laptop,64176,75501,15,https://picsum.photos/seed/p1147/300/200,3.43,2848,Powerful laptop for productivity and light gaming. Long battery life and slim design.
148,p1148,"OnePlus X1148 - 8GB RAM, 128GB Storage",OnePlus,smartphone,103401,103401,0,https://picsum.photos/seed/p1148/300/200,3.62,2835,High-performance smartphone with excellent camera and display.
149,p1149,"Lenovo Tab 1149 - 10.5"" Display, 64GB",Lenovo,tablet,63049,63049,0,https://picsum.photos/seed/p1149/300/200,4.21,3657,Portable tablet ideal for media and light productivity.
150,p1150,Nintendo Game Console 1150 - 1TB,Nintendo,gaming_console,22974,24183,5,https://picsum.photos/seed/p1150/300/200,3.6,4719,Next-gen console delivering immersive gaming experiences.
151,p1151,Epson InkJet 1151 - Wireless Printing,Epson,printer,18551,18551,0,https://picsum.photos/seed/p1151/300/200,4.26,3499,Reliable home-office printer with low-cost cartridges.
152,p1152,Sennheiser Wireless Headphones 1152,Sennheiser,headphones,26870,28284,5,https://picsum.photos/seed/p1152/300/200,3.84,4406,Comfortable headphones with active noise cancellation.
153,p1153,"LG Curved Monitor 1153 - 27""",LG,monitor,42296,44522,5,https://picsum.photos/seed/p1153/300/200,3.55,647,High-refresh IPS panel with thin bezels and adaptive-sync.
154,p1154,"Samsung Curved Monitor 1154 - 27""",Samsung,monitor,9002,10591,15,https://picsum.photos/seed/p1154/300/200,3.57,1711,High-refresh IPS panel with thin bezels and adaptive-sync.
155,p1155,Canon InkJet 1155 - Wireless Printing,Canon,printer,11007,12949,15,https://picsum.photos/seed/p1155/300/200,3.75,2318,Reliable home-office printer with low-cost cartridges.
156,p1156,D-Link AC1831 Router 1156,D-Link,router,13920,14653,5,https://picsum.photos/seed/p1156/300/200,3.73,374,Fast dual-band WiFi router with parental controls.
157,p1157,Sony Game Console 1157 - 1TB,Sony,gaming_console,32956,36618,10,https://picsum.photos/seed/p1157/300/200,4.17,2013,Next-gen console delivering immersive gaming experiences.
158,p1158,"Samsung Curved Monitor 1158 - 27""",Samsung,monitor,26418,31080,15,https://picsum.photos/seed/p1158/300/200,4.03,4441,High-refresh IPS panel with thin bezels and adaptive-sync.
159,p1159,"Acer UltraBook 1159 - 16GB RAM, 512GB SSD",Acer,laptop,59485,59485,0,https://picsum.photos/seed/p1159/300/200,3.22,4142,Powerful laptop for productivity and light gaming. Long battery life and slim design.
160,p1160,"Samsung Curved Monitor 1160 - 27""",Samsung,monitor,33209,34957,5,https://picsum.photos/seed/p1160/300/200,4.11,2348,High-refresh IPS panel with thin bezels and adaptive-sync.
161,p1161,"Acer UltraBook 1161 - 16GB RAM, 512GB SSD",Acer,laptop,78294,86993,10,https://picsum.photos/seed/p1161/300/200,3.33,3326,Powerful laptop for productivity and light gaming. Long battery life and slim design.
162,p1162,"LG Curved Monitor 1162 - 27""",LG,monitor,31104,34560,10,https://picsum.photos/seed/p1162/300/200,3.3,77,High-refresh IPS panel with thin bezels and adaptive-sync.
163,p1163,"Apple Tab 1163 - 10.5"" Display, 64GB",Apple,tablet,52193,61404,15,https://picsum.photos/seed/p1163/300/200,4.01,381,Portable tablet ideal for media and light productivity.
164,p1164,"Vivo X1164 - 8GB RAM, 128GB Storage",Vivo,smartphone,31508,31508,0,https://picsum.photos/seed/p1164/300/200,4.16,4642,High-performance smartphone with excellent camera and display.
165,p1165,Netgear AC1986 Router 1165,Netgear,router,7166,7166,0,https://picsum.photos/seed/p1165/300/200,3.78,4879,Fast dual-band WiFi router with parental controls.
166,p1166,D-Link AC2498 Router 1166,D-Link,router,8976,10560,15,https://picsum.photos/seed/p1166/300/200,4.32,702,Fast dual-band WiFi router with parental controls.
167,p1167,Microsoft Game Console 1167 - 1TB,Microsoft,gaming_console,38507,40534,5,https://picsum.photos/seed/p1167/300/200,3.38,42,Next-gen console delivering immersive gaming experiences.
168,p1168,"Fujifilm Mirrorless 1168 - 24MP, 4K Video",Fujifilm,camera,49561,49561,0,https://picsum.photos/seed/p1168/300/200,3.35,4540,High quality imaging for enthusiasts and vloggers.
169,p1169,"Apple X1169 - 8GB RAM, 128GB Storage",Apple,smartphone,9617,9617,0,https://picsum.photos/seed/p1169/300/200,4.37,1388,High-performance smartphone with excellent camera and display.
170,p1170,"Lenovo Tab 1170 - 10.5"" Display, 64GB",Lenovo,tablet,13439,14146,5,https://picsum.photos/seed/p1170/300/200,4.81,4061,Portable tablet ideal for media and light productivity.
171,p1171,Nintendo Game Console 1171 - 1TB,Nintendo,gaming_console,34766,36596,5,https://picsum.photos/seed/p1171/300/200,3.93,4869,Next-gen console delivering immersive gaming experiences.
172,p1172,"Lenovo Tab 1172 - 10.5"" Display, 64GB",Lenovo,tablet,29060,30590,5,https://picsum.photos/seed/p1172/300/200,3.84,3218,Portable tablet ideal for media and light productivity.
173,p1173,HP InkJet 1173 - Wireless Printing,HP,printer,28829,28829,0,https://picsum.photos/seed/p1173/300/200,4.59,3351,Reliable home-office printer with low-cost cartridges.
174,p1174,"LG Curved Monitor 1174 - 27""",LG,monitor,31816,37430,15,https://picsum.photos/seed/p1174/300/200,4.06,3426,High-refresh IPS panel with thin bezels and adaptive-sync.
175,p1175,Sony Wireless Headphones 1175,Sony,headphones,3513,3903,10,https://picsum.photos/seed/p1175/300/200,4.84,2716,Comfortable headphones with active noise cancellation.
176,p1176,TP-Link AC1401 Router 1176,TP-Link,router,11489,12766,10,https://picsum.photos/seed/p1176/300/200,3.99,4821,Fast dual-band WiFi router with parental controls.
177,p1177,Bose Wireless Headphones 1177,Bose,headphones,9770,10284,5,https://picsum.photos/seed/p1177/300/200,3.97,1694,Comfortable headphones with active noise cancellation.
178,p1178,Sennheiser Wireless Headphones 1178,Sennheiser,headphones,8542,8542,0,https://picsum.photos/seed/p1178/300/200,4.35,1346,Comfortable headphones with active noise cancellation.
179,p1179,"Sony Smart TV 1179 - 4K UHD, 50""",Sony,tv,107253,126180,15,https://picsum.photos/seed/p1179/300/200,4.7,3682,Crisp 4K HDR display with smart OS and multiple HDMI ports.
180,p1180,Microsoft Game Console 1180 - 1TB,Microsoft,gaming_console,38972,38972,0,https://picsum.photos/seed/p1180/300/200,3.98,2149,Next-gen console delivering immersive gaming experiences.
181,p1181,"Samsung Curved Monitor 1181 - 27""",Samsung,monitor,46036,48459,5,https://picsum.photos/seed/p1181/300/200,4.76,4834,High-refresh IPS panel with thin bezels and adaptive-sync.
182,p1182,"Vivo X1182 - 8GB RAM, 128GB Storage",Vivo,smartphone,33380,39270,15,https://picsum.photos/seed/p1182/300/200,3.43,3143,High-performance smartphone with excellent camera and display.
183,p1183,TP-Link AC2501 Router 1183,TP-Link,router,4337,4565,5,https://picsum.photos/seed/p1183/300/200,4.82,3969,Fast dual-band WiFi router with parental controls.
184,p1184,"Samsung Tab 1184 - 10.5"" Display, 64GB",Samsung,tablet,42438,42438,0,https://picsum.photos/seed/p1184/300/200,4.16,1806,Portable tablet ideal for media and light productivity.
185,p1185,"Canon Mirrorless 1185 - 24MP, 4K Video",Canon,camera,99140,99140,0,https://picsum.photos/seed/p1185/300/200,4.17,2194,High quality imaging for enthusiasts and vloggers.
186,p1186,JBL Wireless Headphones 1186,JBL,headphones,15500,17222,10,https://picsum.photos/seed/p1186/300/200,3.65,712,Comfortable headphones with active noise cancellation.
187,p1187,"Dell Curved Monitor 1187 - 27""",Dell,monitor,14555,17124,15,https://picsum.photos/seed/p1187/300/200,3.8,2302,High-refresh IPS panel with thin bezels and adaptive-sync.
188,p1188,Nintendo Game Console 1188 - 1TB,Nintendo,gaming_console,23885,23885,0,https://picsum.photos/seed/p1188/300/200,4.89,1039,Next-gen console delivering immersive gaming experiences.
189,p1189,"Samsung Tab 1189 - 10.5"" Display, 64GB",Samsung,tablet,23601,26223,10,https://picsum.photos/seed/p1189/300/200,3.97,762,Portable tablet ideal for media and light productivity.
190,p1190,Netgear AC2622 Router 1190,Netgear,router,13474,14183,5,https://picsum.photos/seed/p1190/300/200,4.65,4378,Fast dual-band WiFi router with parental controls.
191,p1191,TP-Link AC2889 Router 1191,TP-Link,router,6681,7033,5,https://picsum.photos/seed/p1191/300/200,4.72,396,Fast dual-band WiFi router with parental controls.
192,p1192,"HP UltraBook 1192 - 16GB RAM, 512GB SSD",HP,laptop,72568,72568,0,https://picsum.photos/seed/p1192/300/200,4.69,2244,Powerful laptop for productivity and light gaming. Long battery life and slim design.
193,p1193,"Vivo X1193 - 8GB RAM, 128GB Storage",Vivo,smartphone,56738,56738,0,https://picsum.photos/seed/p1193/300/200,4.4,8,High-performance smartphone with excellent camera and display.
194,p1194,"Xiaomi Smart TV 1194 - 4K UHD, 43""",Xiaomi,tv,136671,136671,0,https://picsum.photos/seed/p1194/300/200,4.01,1875,Crisp 4K HDR display with smart OS and multiple HDMI ports.
195,p1195,TP-Link AC1411 Router 1195,TP-Link,router,14172,14172,0,https://picsum.photos/seed/p1195/300/200,3.32,4614,Fast dual-band WiFi router with parental controls.
196,p1196,"Acer UltraBook 1196 - 16GB RAM, 512GB SSD",Acer,laptop,132061,132061,0,https://picsum.photos/seed/p1196/300/200,3.44,1008,Powerful laptop for productivity and light gaming. Long battery life and slim design.
197,p1197,Nintendo Game Console 1197 - 1TB,Nintendo,gaming_console,43577,51267,15,https://picsum.photos/seed/p1197/300/200,4.43,2334,Next-gen console delivering immersive gaming experiences.
198,p1198,"MSI UltraBook 1198 - 16GB RAM, 512GB SSD",MSI,laptop,158152,175724,10,https://picsum.photos/seed/p1198/300/200,3.39,4092,Powerful laptop for productivity and light gaming. Long battery life and slim design.
199,p1199,Sony Game Console 1199 - 1TB,Sony,gaming_console,45868,45868,0,https://picsum.photos/seed/p1199/300/200,4.2,112,Next-gen console delivering immersive gaming experiences.
200,p1200,"Nikon Mirrorless 1200 - 24MP, 4K Video",Nikon,camera,56295,62550,10,https://picsum.photos/seed/p1200/300/200,3.34,4395,High quality imaging for enthusiasts and vloggers.
201,p1201,Boat Wireless Headphones 1201,Boat,headphones,22413,22413,0,https://picsum.photos/seed/p1201/300/200,3.73,3583,Comfortable headphones with active noise cancellation.
202,p1202,"Samsung Smart TV 1202 - 4K UHD, 50""",Samsung,tv,180509,180509,0,https://picsum.photos/seed/p1202/300/200,4.39,1342,Crisp 4K HDR display with smart OS and multiple HDMI ports.
203,p1203,"Samsung Curved Monitor 1203 - 27""",Samsung,monitor,55628,58556,5,https://picsum.photos/seed/p1203/300/200,4.09,2154,High-refresh IPS panel with thin bezels and adaptive-sync.
204,p1204,Nintendo Game Console 1204 - 1TB,Nintendo,gaming_console,25309,25309,0,https://picsum.photos/seed/p1204/300/200,4.72,944,Next-gen console delivering immersive gaming experiences.
205,p1205,"Samsung Smart TV 1205 - 4K UHD, 43""",Samsung,tv,129303,143670,10,https://picsum.photos/seed/p1205/300/200,3.58,2033,Crisp 4K HDR display with smart OS and multiple HDMI ports.
206,p1206,Netgear AC1755 Router 1206,Netgear,router,2126,2362,10,https://picsum.photos/seed/p1206/300/200,3.32,3810,Fast dual-band WiFi router with parental controls.
207,p1207,"Sony Mirrorless 1207 - 24MP, 4K Video",Sony,camera,53736,63219,15,https://picsum.photos/seed/p1207/300/200,4.85,1600,High quality imaging for enthusiasts and vloggers.
208,p1208,Bose Wireless Headphones 1208,Bose,headphones,20660,22955,10,https://picsum.photos/seed/p1208/300/200,4.64,2519,Comfortable headphones with active noise cancellation.
209,p1209,"OnePlus X1209 - 8GB RAM, 128GB Storage",OnePlus,smartphone,15850,15850,0,https://picsum.photos/seed/p1209/300/200,4.19,4140,High-performance smartphone with excellent camera and display.
210,p1210,"Xiaomi Tab 1210 - 10.5"" Display, 64GB",Xiaomi,tablet,48072,53413,10,https://picsum.photos/seed/p1210/300/200,3.66,611,Portable tablet ideal for media and light productivity.
211,p1211,"Sony Smart TV 1211 - 4K UHD, 43""",Sony,tv,135064,142173,5,https://picsum.photos/seed/p1211/300/200,3.99,982,Crisp 4K HDR display with smart OS and multiple HDMI ports.
212,p1212,"OnePlus X1212 - 8GB RAM, 128GB Storage",OnePlus,smartphone,36183,36183,0,https://picsum.photos/seed/p1212/300/200,4.35,2131,High-performance smartphone with excellent camera and display.
213,p1213,"Apple Tab 1213 - 10.5"" Display, 64GB",Apple,tablet,59026,59026,0,https://picsum.photos/seed/p1213/300/200,4.61,1820,Portable tablet ideal for media and light productivity.
214,p1214,"Samsung Tab 1214 - 10.5"" Display, 64GB",Samsung,tablet,43570,48411,10,https://picsum.photos/seed/p1214/300/200,4.58,753,Portable tablet ideal for media and light productivity.
215,p1215,HP InkJet 1215 - Wireless Printing,HP,printer,28732,31924,10,https://picsum.photos/seed/p1215/300/200,3.49,1758,Reliable home-office printer with low-cost cartridges.
216,p1216,"Lenovo Tab 1216 - 10.5"" Display, 64GB",Lenovo,tablet,45221,50246,10,https://picsum.photos/seed/p1216/300/200,3.3,2291,Portable tablet ideal for media and light productivity.
217,p1217,TP-Link AC1608 Router 1217,TP-Link,router,6989,7766,10,https://picsum.photos/seed/p1217/300/200,3.78,4633,Fast dual-band WiFi router with parental controls.
218,p1218,JBL Wireless Headphones 1218,JBL,headphones,16499,19411,15,https://picsum.photos/seed/p1218/300/200,3.81,4784,Comfortable headphones with active noise cancellation.
219,p1219,"Sony Smart TV 1219 - 4K UHD, 43""",Sony,tv,34656,34656,0,https://picsum.photos/seed/p1219/300/200,4.21,2939,Crisp 4K HDR display with smart OS and multiple HDMI ports.
220,p1220,Sony Game Console 1220 - 1TB,Sony,gaming_console,20915,20915,0,https://picsum.photos/seed/p1220/300/200,4.22,163,Next-gen console delivering immersive gaming experiences.
221,p1221,Sennheiser Wireless Headphones 1221,Sennheiser,headphones,4168,4903,15,https://picsum.photos/seed/p1221/300/200,4.4,1160,Comfortable headphones with active noise cancellation.
222,p1222,"Oppo X1222 - 8GB RAM, 128GB Storage",Oppo,smartphone,56967,56967,0,https://picsum.photos/seed/p1222/300/200,4.44,3578,High-performance smartphone with excellent camera and display.
223,p1223,"Samsung Curved Monitor 1223 - 27""",Samsung,monitor,28107,28107,0,https://picsum.photos/seed/p1223/300/200,4.81,4692,High-refresh IPS panel with thin bezels and adaptive-sync.
224,p1224,Netgear AC1572 Router 1224,Netgear,router,3205,3205,0,https://picsum.photos/seed/p1224/300/200,3.6,2617,Fast dual-band WiFi router with parental controls.
225,p1225,"Apple Tab 1225 - 10.5"" Display, 64GB",Apple,tablet,21367,23741,10,https://picsum.photos/seed/p1225/300/200,3.94,3437,Portable tablet ideal for media and light productivity.
226,p1226,"Xiaomi Tab 1226 - 10.5"" Display, 64GB",Xiaomi,tablet,45784,45784,0,https://picsum.photos/seed/p1226/300/200,4.56,273,Portable tablet ideal for media and light productivity.
227,p1227,"Canon Mirrorless 1227 - 24MP, 4K Video",Canon,camera,134313,141382,5,https://picsum.photos/seed/p1227/300/200,4.21,3954,High quality imaging for enthusiasts and vloggers.
228,p1228,"Asus UltraBook 1228 - 16GB RAM, 512GB SSD",Asus,laptop,146132,153823,5,https://picsum.photos/seed/p1228/300/200,3.6,406,Powerful laptop for productivity and light gaming. Long battery life and slim design.
229,p1229,Netgear AC1514 Router 1229,Netgear,router,14998,14998,0,https://picsum.photos/seed/p1229/300/200,3.55,2390,Fast dual-band WiFi router with parental controls.
230,p1230,"Realme X1230 - 8GB RAM, 128GB Storage",Realme,smartphone,62754,69727,10,https://picsum.photos/seed/p1230/300/200,3.83,3651,High-performance smartphone with excellent camera and display.
231,p1231,"Lenovo UltraBook 1231 - 16GB RAM, 512GB SSD",Lenovo,laptop,103596,109048,5,https://picsum.photos/seed/p1231/300/200,4.57,3391,Powerful laptop for productivity and light gaming. Long battery life and slim design.
232,p1232,Sony Game Console 1232 - 1TB,Sony,gaming_console,46212,46212,0,https://picsum.photos/seed/p1232/300/200,3.87,284,Next-gen console delivering immersive gaming experiences.
233,p1233,Boat Wireless Headphones 1233,Boat,headphones,25871,28746,10,https://picsum.photos/seed/p1233/300/200,3.54,1211,Comfortable headphones with active noise cancellation.
234,p1234,Microsoft Game Console 1234 - 1TB,Microsoft,gaming_console,13438,15810,15,https://picsum.photos/seed/p1234/300/200,4.2,3437,Next-gen console delivering immersive gaming experiences.
235,p1235,"Realme X1235 - 8GB RAM, 128GB Storage",Realme,smartphone,19660,21845,10,https://picsum.photos/seed/p1235/300/200,4.17,3875,High-performance smartphone with excellent camera and display.
236,p1236,"Dell UltraBook 1236 - 16GB RAM, 512GB SSD",Dell,laptop,69939,77710,10,https://picsum.photos/seed/p1236/300/200,4.77,3051,Powerful laptop for productivity and light gaming. Long battery life and slim design.
237,p1237,"Lenovo UltraBook 1237 - 16GB RAM, 512GB SSD",Lenovo,laptop,107816,113491,5,https://picsum.photos/seed/p1237/300/200,4.44,4955,Powerful laptop for productivity and light gaming. Long battery life and slim design.
238,p1238,"OnePlus X1238 - 8GB RAM, 128GB Storage",OnePlus,smartphone,99861,105117,5,https://picsum.photos/seed/p1238/300/200,4.41,3304,High-performance smartphone with excellent camera and display.
239,p1239,"Apple Tab 1239 - 10.5"" Display, 64GB",Apple,tablet,12398,13776,10,https://picsum.photos/seed/p1239/300/200,4.06,1014,Portable tablet ideal for media and light productivity.
240,p1240,"Dell UltraBook 1240 - 16GB RAM, 512GB SSD",Dell,laptop,156943,156943,0,https://picsum.photos/seed/p1240/300/200,3.68,3166,Powerful laptop for productivity and light gaming. Long battery life and slim design.
